query,label
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('16', '609', 814);",benign
"SELECT name, email FROM customers WHERE email=''; DROP TABLE users; --';",attack
"SELECT name, email FROM customers WHERE email='' UNION SELECT NULL, version(), NULL --';",attack
UPDATE products SET price=77 WHERE id='431';,benign
DELETE FROM sessions WHERE session_id=''; EXEC xp_cmdshell('dir'); --';,attack
"SELECT name, email FROM customers WHERE email='127';",benign
"SELECT name, email FROM customers WHERE email='' OR 1=1--';",attack
UPDATE products SET price='; DROP TABLE users; -- WHERE id='{}';,attack
"SELECT name, email FROM customers WHERE email='31';",benign
UPDATE products SET price='; EXEC xp_cmdshell('dir'); -- WHERE id='{}';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('515', '657', 927);",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR 1=1--', '{}', {});",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('878', '158', 40);",benign
"SELECT name, email FROM customers WHERE email='' AND 1=(SELECT COUNT(*) FROM tab); --';",attack
DELETE FROM sessions WHERE session_id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
SELECT * FROM users WHERE id='' OR '1'='1';,attack
"SELECT name, email FROM customers WHERE email='' OR '1'='1';",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('609', '886', 834);",benign
DELETE FROM sessions WHERE session_id='458';,benign
SELECT * FROM users WHERE id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
SELECT * FROM users WHERE id='' OR '1'='1';,attack
SELECT * FROM users WHERE id=''; DROP TABLE users; --';,attack
UPDATE products SET price=595 WHERE id='877';,benign
UPDATE products SET price=' OR 1=1-- WHERE id='{}';,attack
UPDATE products SET price='; EXEC xp_cmdshell('dir'); -- WHERE id='{}';,attack
"SELECT name, email FROM customers WHERE email=''; DROP TABLE users; --';",attack
SELECT * FROM users WHERE id='948';,benign
"SELECT name, email FROM customers WHERE email='' OR 1=1--';",attack
SELECT * FROM users WHERE id=''; DROP TABLE users; --';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('380', '58', 591);",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR 1=1--', '{}', {});",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' UNION SELECT NULL, version(), NULL --', '{}', {});",attack
SELECT * FROM users WHERE id='748';,benign
UPDATE products SET price=' OR '1'='1 WHERE id='{}';,attack
"SELECT name, email FROM customers WHERE email='' UNION SELECT NULL, version(), NULL --';",attack
UPDATE products SET price=' AND 1=(SELECT COUNT(*) FROM tab); -- WHERE id='{}';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' AND 1=(SELECT COUNT(*) FROM tab); --', '{}', {});",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('299', '766', 704);",benign
SELECT * FROM users WHERE id='543';,benign
"SELECT name, email FROM customers WHERE email='' UNION SELECT NULL, version(), NULL --';",attack
UPDATE products SET price=' AND 1=(SELECT COUNT(*) FROM tab); -- WHERE id='{}';,attack
UPDATE products SET price=46 WHERE id='573';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; DROP TABLE users; --', '{}', {});",attack
DELETE FROM sessions WHERE session_id=''; EXEC xp_cmdshell('dir'); --';,attack
UPDATE products SET price=884 WHERE id='962';,benign
UPDATE products SET price=926 WHERE id='323';,benign
SELECT * FROM users WHERE id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
SELECT * FROM users WHERE id=''; DROP TABLE users; --';,attack
DELETE FROM sessions WHERE session_id=''; EXEC xp_cmdshell('dir'); --';,attack
"SELECT name, email FROM customers WHERE email='' OR 1=1--';",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('968', '544', 738);",benign
"SELECT name, email FROM customers WHERE email=''; EXEC xp_cmdshell('dir'); --';",attack
SELECT * FROM users WHERE id=''; DROP TABLE users; --';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR 1=1--', '{}', {});",attack
"SELECT name, email FROM customers WHERE email='' OR 1=1--';",attack
"SELECT name, email FROM customers WHERE email='137';",benign
DELETE FROM sessions WHERE session_id=''; DROP TABLE users; --';,attack
UPDATE products SET price=648 WHERE id='921';,benign
DELETE FROM sessions WHERE session_id='182';,benign
DELETE FROM sessions WHERE session_id='334';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('91', '519', 153);",benign
"DELETE FROM sessions WHERE session_id='' UNION SELECT NULL, version(), NULL --';",attack
DELETE FROM sessions WHERE session_id='20';,benign
"SELECT * FROM users WHERE id='' UNION SELECT NULL, version(), NULL --';",attack
SELECT * FROM users WHERE id='215';,benign
"SELECT name, email FROM customers WHERE email='377';",benign
"SELECT * FROM users WHERE id='' UNION SELECT NULL, version(), NULL --';",attack
DELETE FROM sessions WHERE session_id='574';,benign
UPDATE products SET price=' AND 1=(SELECT COUNT(*) FROM tab); -- WHERE id='{}';,attack
DELETE FROM sessions WHERE session_id='863';,benign
UPDATE products SET price=' OR 1=1-- WHERE id='{}';,attack
"SELECT name, email FROM customers WHERE email='884';",benign
SELECT * FROM users WHERE id='343';,benign
SELECT * FROM users WHERE id='453';,benign
SELECT * FROM users WHERE id='' OR '1'='1';,attack
"SELECT name, email FROM customers WHERE email='' UNION SELECT NULL, version(), NULL --';",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' AND 1=(SELECT COUNT(*) FROM tab); --', '{}', {});",attack
UPDATE products SET price=376 WHERE id='146';,benign
SELECT * FROM users WHERE id='720';,benign
DELETE FROM sessions WHERE session_id='181';,benign
"SELECT name, email FROM customers WHERE email=''; EXEC xp_cmdshell('dir'); --';",attack
UPDATE products SET price=682 WHERE id='370';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('154', '280', 40);",benign
SELECT * FROM users WHERE id=''; EXEC xp_cmdshell('dir'); --';,attack
"DELETE FROM sessions WHERE session_id='' UNION SELECT NULL, version(), NULL --';",attack
"DELETE FROM sessions WHERE session_id='' UNION SELECT NULL, version(), NULL --';",attack
UPDATE products SET price=75 WHERE id='382';,benign
UPDATE products SET price=590 WHERE id='339';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR 1=1--', '{}', {});",attack
UPDATE products SET price=297 WHERE id='669';,benign
DELETE FROM sessions WHERE session_id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
UPDATE products SET price=550 WHERE id='416';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('742', '737', 216);",benign
UPDATE products SET price=619 WHERE id='210';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR 1=1--', '{}', {});",attack
DELETE FROM sessions WHERE session_id=''; DROP TABLE users; --';,attack
SELECT * FROM users WHERE id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
DELETE FROM sessions WHERE session_id=''; EXEC xp_cmdshell('dir'); --';,attack
UPDATE products SET price='; DROP TABLE users; -- WHERE id='{}';,attack
SELECT * FROM users WHERE id='518';,benign
"SELECT name, email FROM customers WHERE email='429';",benign
DELETE FROM sessions WHERE session_id='319';,benign
"DELETE FROM sessions WHERE session_id='' UNION SELECT NULL, version(), NULL --';",attack
UPDATE products SET price=506 WHERE id='349';,benign
"SELECT name, email FROM customers WHERE email='' UNION SELECT NULL, version(), NULL --';",attack
DELETE FROM sessions WHERE session_id='' OR '1'='1';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; DROP TABLE users; --', '{}', {});",attack
UPDATE products SET price=650 WHERE id='415';,benign
UPDATE products SET price=' OR '1'='1 WHERE id='{}';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('157', '391', 376);",benign
"UPDATE products SET price=' UNION SELECT NULL, version(), NULL -- WHERE id='{}';",attack
UPDATE products SET price='; DROP TABLE users; -- WHERE id='{}';,attack
UPDATE products SET price=702 WHERE id='737';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('890', '32', 958);",benign
SELECT * FROM users WHERE id=''; EXEC xp_cmdshell('dir'); --';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('438', '343', 384);",benign
DELETE FROM sessions WHERE session_id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; DROP TABLE users; --', '{}', {});",attack
"SELECT name, email FROM customers WHERE email='' OR 1=1--';",attack
UPDATE products SET price=850 WHERE id='942';,benign
DELETE FROM sessions WHERE session_id='144';,benign
DELETE FROM sessions WHERE session_id=''; EXEC xp_cmdshell('dir'); --';,attack
DELETE FROM sessions WHERE session_id='855';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('612', '618', 791);",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; DROP TABLE users; --', '{}', {});",attack
SELECT * FROM users WHERE id='' OR '1'='1';,attack
UPDATE products SET price=' AND 1=(SELECT COUNT(*) FROM tab); -- WHERE id='{}';,attack
DELETE FROM sessions WHERE session_id='660';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; EXEC xp_cmdshell('dir'); --', '{}', {});",attack
"SELECT name, email FROM customers WHERE email='858';",benign
"SELECT * FROM users WHERE id='' UNION SELECT NULL, version(), NULL --';",attack
DELETE FROM sessions WHERE session_id='65';,benign
"SELECT name, email FROM customers WHERE email='510';",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('762', '701', 883);",benign
"SELECT name, email FROM customers WHERE email='236';",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('425', '68', 903);",benign
DELETE FROM sessions WHERE session_id=''; DROP TABLE users; --';,attack
"SELECT name, email FROM customers WHERE email='754';",benign
"SELECT name, email FROM customers WHERE email='' AND 1=(SELECT COUNT(*) FROM tab); --';",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('905', '761', 579);",benign
"SELECT name, email FROM customers WHERE email='390';",benign
"SELECT name, email FROM customers WHERE email='790';",benign
SELECT * FROM users WHERE id=''; DROP TABLE users; --';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('347', '356', 975);",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' AND 1=(SELECT COUNT(*) FROM tab); --', '{}', {});",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('197', '907', 380);",benign
UPDATE products SET price=534 WHERE id='1';,benign
"SELECT name, email FROM customers WHERE email='875';",benign
SELECT * FROM users WHERE id=''; EXEC xp_cmdshell('dir'); --';,attack
SELECT * FROM users WHERE id=''; EXEC xp_cmdshell('dir'); --';,attack
SELECT * FROM users WHERE id='629';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' AND 1=(SELECT COUNT(*) FROM tab); --', '{}', {});",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR 1=1--', '{}', {});",attack
UPDATE products SET price='; EXEC xp_cmdshell('dir'); -- WHERE id='{}';,attack
SELECT * FROM users WHERE id='' OR '1'='1';,attack
DELETE FROM sessions WHERE session_id='80';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('523', '77', 372);",benign
DELETE FROM sessions WHERE session_id='941';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; DROP TABLE users; --', '{}', {});",attack
DELETE FROM sessions WHERE session_id='424';,benign
DELETE FROM sessions WHERE session_id='939';,benign
SELECT * FROM users WHERE id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
SELECT * FROM users WHERE id='531';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' UNION SELECT NULL, version(), NULL --', '{}', {});",attack
UPDATE products SET price=' OR 1=1-- WHERE id='{}';,attack
DELETE FROM sessions WHERE session_id='944';,benign
"UPDATE products SET price=' UNION SELECT NULL, version(), NULL -- WHERE id='{}';",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('55', '2', 549);",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('415', '14', 585);",benign
"SELECT name, email FROM customers WHERE email='320';",benign
UPDATE products SET price='; EXEC xp_cmdshell('dir'); -- WHERE id='{}';,attack
UPDATE products SET price=' OR 1=1-- WHERE id='{}';,attack
UPDATE products SET price=496 WHERE id='430';,benign
UPDATE products SET price=822 WHERE id='885';,benign
UPDATE products SET price=874 WHERE id='433';,benign
"SELECT name, email FROM customers WHERE email=''; DROP TABLE users; --';",attack
DELETE FROM sessions WHERE session_id=''; DROP TABLE users; --';,attack
DELETE FROM sessions WHERE session_id='196';,benign
SELECT * FROM users WHERE id=''; DROP TABLE users; --';,attack
UPDATE products SET price=628 WHERE id='138';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR 1=1--', '{}', {});",attack
"SELECT name, email FROM customers WHERE email='531';",benign
"SELECT name, email FROM customers WHERE email='' AND 1=(SELECT COUNT(*) FROM tab); --';",attack
DELETE FROM sessions WHERE session_id='' OR '1'='1';,attack
"SELECT name, email FROM customers WHERE email='' OR 1=1--';",attack
UPDATE products SET price=342 WHERE id='496';,benign
SELECT * FROM users WHERE id='' OR 1=1--';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR 1=1--', '{}', {});",attack
"SELECT name, email FROM customers WHERE email='983';",benign
UPDATE products SET price=' AND 1=(SELECT COUNT(*) FROM tab); -- WHERE id='{}';,attack
"SELECT name, email FROM customers WHERE email='958';",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('185', '951', 183);",benign
"SELECT name, email FROM customers WHERE email=''; EXEC xp_cmdshell('dir'); --';",attack
SELECT * FROM users WHERE id='882';,benign
UPDATE products SET price=837 WHERE id='209';,benign
UPDATE products SET price=935 WHERE id='670';,benign
UPDATE products SET price=217 WHERE id='522';,benign
UPDATE products SET price=683 WHERE id='456';,benign
UPDATE products SET price=579 WHERE id='712';,benign
"SELECT name, email FROM customers WHERE email='436';",benign
"SELECT name, email FROM customers WHERE email='' OR '1'='1';",attack
SELECT * FROM users WHERE id='' OR 1=1--';,attack
UPDATE products SET price=789 WHERE id='432';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('286', '259', 465);",benign
"SELECT name, email FROM customers WHERE email='677';",benign
UPDATE products SET price=' AND 1=(SELECT COUNT(*) FROM tab); -- WHERE id='{}';,attack
"SELECT * FROM users WHERE id='' UNION SELECT NULL, version(), NULL --';",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR 1=1--', '{}', {});",attack
SELECT * FROM users WHERE id='' OR 1=1--';,attack
DELETE FROM sessions WHERE session_id='240';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('755', '254', 321);",benign
DELETE FROM sessions WHERE session_id='758';,benign
UPDATE products SET price='; EXEC xp_cmdshell('dir'); -- WHERE id='{}';,attack
DELETE FROM sessions WHERE session_id='201';,benign
"SELECT name, email FROM customers WHERE email='59';",benign
DELETE FROM sessions WHERE session_id='646';,benign
"SELECT name, email FROM customers WHERE email=''; EXEC xp_cmdshell('dir'); --';",attack
"SELECT name, email FROM customers WHERE email='600';",benign
UPDATE products SET price=33 WHERE id='822';,benign
UPDATE products SET price='; DROP TABLE users; -- WHERE id='{}';,attack
"SELECT name, email FROM customers WHERE email='668';",benign
DELETE FROM sessions WHERE session_id='26';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('298', '98', 302);",benign
UPDATE products SET price=989 WHERE id='714';,benign
SELECT * FROM users WHERE id='865';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('235', '953', 362);",benign
"SELECT name, email FROM customers WHERE email='167';",benign
UPDATE products SET price='; DROP TABLE users; -- WHERE id='{}';,attack
"SELECT * FROM users WHERE id='' UNION SELECT NULL, version(), NULL --';",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('807', '69', 869);",benign
"SELECT * FROM users WHERE id='' UNION SELECT NULL, version(), NULL --';",attack
UPDATE products SET price='; EXEC xp_cmdshell('dir'); -- WHERE id='{}';,attack
"SELECT name, email FROM customers WHERE email='288';",benign
SELECT * FROM users WHERE id='763';,benign
SELECT * FROM users WHERE id='773';,benign
"SELECT name, email FROM customers WHERE email='' AND 1=(SELECT COUNT(*) FROM tab); --';",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR 1=1--', '{}', {});",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('222', '531', 704);",benign
"SELECT name, email FROM customers WHERE email='' OR '1'='1';",attack
UPDATE products SET price=' OR '1'='1 WHERE id='{}';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' UNION SELECT NULL, version(), NULL --', '{}', {});",attack
SELECT * FROM users WHERE id='859';,benign
"SELECT name, email FROM customers WHERE email='761';",benign
"UPDATE products SET price=' UNION SELECT NULL, version(), NULL -- WHERE id='{}';",attack
UPDATE products SET price=' OR '1'='1 WHERE id='{}';,attack
UPDATE products SET price=195 WHERE id='962';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR 1=1--', '{}', {});",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('103', '937', 942);",benign
"SELECT name, email FROM customers WHERE email='627';",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('187', '317', 71);",benign
DELETE FROM sessions WHERE session_id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
UPDATE products SET price=885 WHERE id='747';,benign
"SELECT name, email FROM customers WHERE email='' OR 1=1--';",attack
"SELECT name, email FROM customers WHERE email='624';",benign
SELECT * FROM users WHERE id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
"SELECT name, email FROM customers WHERE email='466';",benign
UPDATE products SET price=790 WHERE id='219';,benign
"SELECT name, email FROM customers WHERE email=''; EXEC xp_cmdshell('dir'); --';",attack
"DELETE FROM sessions WHERE session_id='' UNION SELECT NULL, version(), NULL --';",attack
UPDATE products SET price=742 WHERE id='149';,benign
"SELECT name, email FROM customers WHERE email='110';",benign
SELECT * FROM users WHERE id='334';,benign
DELETE FROM sessions WHERE session_id='22';,benign
"SELECT name, email FROM customers WHERE email='' OR 1=1--';",attack
UPDATE products SET price=596 WHERE id='650';,benign
DELETE FROM sessions WHERE session_id=''; DROP TABLE users; --';,attack
"SELECT name, email FROM customers WHERE email='' OR 1=1--';",attack
SELECT * FROM users WHERE id='' OR 1=1--';,attack
SELECT * FROM users WHERE id='216';,benign
UPDATE products SET price=568 WHERE id='233';,benign
"SELECT name, email FROM customers WHERE email='844';",benign
SELECT * FROM users WHERE id=''; EXEC xp_cmdshell('dir'); --';,attack
"SELECT name, email FROM customers WHERE email='225';",benign
DELETE FROM sessions WHERE session_id=''; EXEC xp_cmdshell('dir'); --';,attack
DELETE FROM sessions WHERE session_id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
DELETE FROM sessions WHERE session_id='399';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('391', '346', 544);",benign
"UPDATE products SET price=' UNION SELECT NULL, version(), NULL -- WHERE id='{}';",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; DROP TABLE users; --', '{}', {});",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('807', '244', 942);",benign
DELETE FROM sessions WHERE session_id='276';,benign
UPDATE products SET price=63 WHERE id='308';,benign
"SELECT name, email FROM customers WHERE email='360';",benign
"SELECT name, email FROM customers WHERE email='' AND 1=(SELECT COUNT(*) FROM tab); --';",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('623', '416', 259);",benign
"SELECT name, email FROM customers WHERE email='738';",benign
SELECT * FROM users WHERE id='837';,benign
"SELECT name, email FROM customers WHERE email=''; EXEC xp_cmdshell('dir'); --';",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR 1=1--', '{}', {});",attack
"SELECT name, email FROM customers WHERE email='466';",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('459', '326', 140);",benign
UPDATE products SET price=305 WHERE id='472';,benign
"SELECT name, email FROM customers WHERE email='345';",benign
SELECT * FROM users WHERE id='99';,benign
SELECT * FROM users WHERE id='385';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('729', '110', 465);",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('834', '853', 78);",benign
UPDATE products SET price=261 WHERE id='524';,benign
"SELECT name, email FROM customers WHERE email=''; DROP TABLE users; --';",attack
"SELECT name, email FROM customers WHERE email='993';",benign
DELETE FROM sessions WHERE session_id='' OR 1=1--';,attack
"SELECT name, email FROM customers WHERE email='256';",benign
UPDATE products SET price=83 WHERE id='548';,benign
SELECT * FROM users WHERE id='' OR '1'='1';,attack
SELECT * FROM users WHERE id='' OR 1=1--';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('421', '325', 414);",benign
"SELECT name, email FROM customers WHERE email='25';",benign
DELETE FROM sessions WHERE session_id=''; EXEC xp_cmdshell('dir'); --';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('246', '458', 686);",benign
SELECT * FROM users WHERE id='' OR '1'='1';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('850', '599', 871);",benign
UPDATE products SET price=' OR '1'='1 WHERE id='{}';,attack
SELECT * FROM users WHERE id='894';,benign
"UPDATE products SET price=' UNION SELECT NULL, version(), NULL -- WHERE id='{}';",attack
"SELECT name, email FROM customers WHERE email='' OR 1=1--';",attack
UPDATE products SET price='; DROP TABLE users; -- WHERE id='{}';,attack
UPDATE products SET price=' OR '1'='1 WHERE id='{}';,attack
"SELECT name, email FROM customers WHERE email='' OR '1'='1';",attack
UPDATE products SET price=' OR 1=1-- WHERE id='{}';,attack
UPDATE products SET price='; DROP TABLE users; -- WHERE id='{}';,attack
UPDATE products SET price=27 WHERE id='274';,benign
SELECT * FROM users WHERE id='178';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('933', '999', 256);",benign
SELECT * FROM users WHERE id='' OR 1=1--';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('243', '438', 219);",benign
"SELECT name, email FROM customers WHERE email='91';",benign
UPDATE products SET price=627 WHERE id='71';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES (''; EXEC xp_cmdshell('dir'); --', '{}', {});",attack
DELETE FROM sessions WHERE session_id='951';,benign
DELETE FROM sessions WHERE session_id='142';,benign
"SELECT name, email FROM customers WHERE email='' OR '1'='1';",attack
DELETE FROM sessions WHERE session_id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
UPDATE products SET price=814 WHERE id='590';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('393', '863', 621);",benign
"SELECT name, email FROM customers WHERE email='707';",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('769', '490', 832);",benign
UPDATE products SET price=' OR '1'='1 WHERE id='{}';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' UNION SELECT NULL, version(), NULL --', '{}', {});",attack
"SELECT name, email FROM customers WHERE email=''; DROP TABLE users; --';",attack
UPDATE products SET price=671 WHERE id='610';,benign
"SELECT name, email FROM customers WHERE email='' UNION SELECT NULL, version(), NULL --';",attack
UPDATE products SET price=' OR 1=1-- WHERE id='{}';,attack
"DELETE FROM sessions WHERE session_id='' UNION SELECT NULL, version(), NULL --';",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('685', '499', 833);",benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('644', '548', 464);",benign
UPDATE products SET price=666 WHERE id='183';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('508', '904', 744);",benign
SELECT * FROM users WHERE id='403';,benign
UPDATE products SET price=961 WHERE id='974';,benign
DELETE FROM sessions WHERE session_id=''; DROP TABLE users; --';,attack
"SELECT name, email FROM customers WHERE email='515';",benign
SELECT * FROM users WHERE id=''; DROP TABLE users; --';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR 1=1--', '{}', {});",attack
UPDATE products SET price=' OR 1=1-- WHERE id='{}';,attack
UPDATE products SET price=549 WHERE id='256';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('92', '66', 706);",benign
SELECT * FROM users WHERE id='' OR 1=1--';,attack
UPDATE products SET price=689 WHERE id='219';,benign
SELECT * FROM users WHERE id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
"SELECT name, email FROM customers WHERE email=''; DROP TABLE users; --';",attack
"SELECT name, email FROM customers WHERE email='73';",benign
SELECT * FROM users WHERE id='' OR '1'='1';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR '1'='1', '{}', {});",attack
DELETE FROM sessions WHERE session_id='673';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('598', '602', 879);",benign
UPDATE products SET price=' OR '1'='1 WHERE id='{}';,attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' OR '1'='1', '{}', {});",attack
"SELECT name, email FROM customers WHERE email='' OR 1=1--';",attack
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('153', '910', 929);",benign
"SELECT * FROM users WHERE id='' UNION SELECT NULL, version(), NULL --';",attack
UPDATE products SET price=' OR '1'='1 WHERE id='{}';,attack
"SELECT name, email FROM customers WHERE email=''; EXEC xp_cmdshell('dir'); --';",attack
UPDATE products SET price=' AND 1=(SELECT COUNT(*) FROM tab); -- WHERE id='{}';,attack
UPDATE products SET price='; EXEC xp_cmdshell('dir'); -- WHERE id='{}';,attack
UPDATE products SET price=170 WHERE id='680';,benign
DELETE FROM sessions WHERE session_id='17';,benign
UPDATE products SET price=8 WHERE id='272';,benign
"SELECT name, email FROM customers WHERE email='' OR 1=1--';",attack
"SELECT name, email FROM customers WHERE email='662';",benign
UPDATE products SET price=' OR '1'='1 WHERE id='{}';,attack
"SELECT name, email FROM customers WHERE email='506';",benign
SELECT * FROM users WHERE id='951';,benign
SELECT * FROM users WHERE id='' OR '1'='1';,attack
SELECT * FROM users WHERE id='552';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('647', '604', 402);",benign
SELECT * FROM users WHERE id='776';,benign
"UPDATE products SET price=' UNION SELECT NULL, version(), NULL -- WHERE id='{}';",attack
SELECT * FROM users WHERE id='541';,benign
UPDATE products SET price=739 WHERE id='807';,benign
"SELECT name, email FROM customers WHERE email='892';",benign
"SELECT name, email FROM customers WHERE email='902';",benign
UPDATE products SET price=352 WHERE id='936';,benign
"DELETE FROM sessions WHERE session_id='' UNION SELECT NULL, version(), NULL --';",attack
"SELECT name, email FROM customers WHERE email=''; EXEC xp_cmdshell('dir'); --';",attack
DELETE FROM sessions WHERE session_id='233';,benign
SELECT * FROM users WHERE id='283';,benign
UPDATE products SET price=' OR '1'='1 WHERE id='{}';,attack
SELECT * FROM users WHERE id='157';,benign
DELETE FROM sessions WHERE session_id='763';,benign
"INSERT INTO orders (user_id, product_id, quantity) VALUES ('' AND 1=(SELECT COUNT(*) FROM tab); --', '{}', {});",attack
"SELECT name, email FROM customers WHERE email='808';",benign
UPDATE products SET price=' OR '1'='1 WHERE id='{}';,attack
UPDATE products SET price=43 WHERE id='809';,benign
"SELECT * FROM users WHERE id='' UNION SELECT NULL, version(), NULL --';",attack
"SELECT name, email FROM customers WHERE email='504';",benign
DELETE FROM sessions WHERE session_id=''; DROP TABLE users; --';,attack
"SELECT name, email FROM customers WHERE email='633';",benign
SELECT * FROM users WHERE id='' AND 1=(SELECT COUNT(*) FROM tab); --';,attack
UPDATE products SET price=140 WHERE id='447';,benign
"SELECT name, email FROM customers WHERE email='414';",benign
UPDATE products SET price=' AND 1=(SELECT COUNT(*) FROM tab); -- WHERE id='{}';,attack
"DELETE FROM sessions WHERE session_id='' UNION SELECT NULL, version(), NULL --';",attack
DELETE FROM sessions WHERE session_id='' OR 1=1--';,attack
